horizon,mse,rmse,mae,mape,mdape,coverage
1 days,929977583.5618091,30495.53382975627,23348.974090025455,1.2286730133614665,1.2286730133614665,0.0
2 days,5379980703.214092,73348.35174163147,54016.485044223686,3.116372221258985,3.116372221258985,0.0
3 days,515453565.457659,22703.60247752896,18156.46050892723,1.0237936677687174,1.0237936677687174,0.0
4 days,2174561963.1355004,46632.19878083705,34820.84485027709,1.939011117527934,1.939011117527934,0.0
5 days,7291590866.640228,85390.81254233519,61723.09947000038,3.380425955804099,3.380425955804099,0.0
6 days,1393026742.060103,37323.273463887155,28264.823688759236,1.4228608855484777,1.4228608855484777,0.0
7 days,1308197170.1204522,36169.00842047584,26942.6506055778,1.418611793703479,1.418611793703479,0.0
