horizon,mse,rmse,mae,mape,mdape,coverage
1 days,534035920.93989974,23109.217229060352,16539.793935709582,2.113945392889552,2.113945392889552,0.0
2 days,621066958.6508303,24921.215031591662,18192.557882295867,2.0650546964289136,2.0650546964289136,0.0
3 days,223051044.72737837,14934.893529161109,11020.361747375657,1.2696721598766063,1.2696721598766063,0.0
4 days,765628225.721182,27669.987815703535,19996.897785286004,2.2539321417363287,2.2539321417363287,0.0
5 days,503964090.95415306,22449.144548382086,16358.90233537402,1.8211976224517148,1.8211976224517148,0.0
6 days,746430153.4030789,27320.873950206624,19740.29171103578,2.2185903994577196,2.2185903994577196,0.0
7 days,742667178.9604423,27251.92064718453,19753.33497988231,2.216807036452053,2.216807036452053,0.0
