Date,ADA-USD
2020-01-01,0.03345799818634987
2020-01-02,0.03275100141763687
2020-01-03,0.03418000042438507
2020-01-04,0.034595001488924026
2020-01-05,0.034720998257398605
2020-01-06,0.037271998822689056
2020-01-07,0.037046998739242554
2020-01-08,0.036435000598430634
2020-01-09,0.03635900095105171
2020-01-10,0.03687399998307228
2020-01-11,0.03682500123977661
2020-01-12,0.037689998745918274
2020-01-13,0.036965999752283096
2020-01-14,0.04165999963879585
2020-01-15,0.04255300015211105
2020-01-16,0.041391000151634216
2020-01-17,0.04497800022363663
2020-01-18,0.04485100135207176
2020-01-19,0.041978999972343445
2020-01-20,0.043873000890016556
2020-01-21,0.04598899930715561
2020-01-22,0.04565399885177612
2020-01-23,0.043333999812603
2020-01-24,0.04500399902462959
2020-01-25,0.043248001486063004
2020-01-26,0.04458099976181984
2020-01-27,0.047912001609802246
2020-01-28,0.05285700038075447
2020-01-29,0.05351400002837181
2020-01-30,0.0560699999332428
2020-01-31,0.05379299819469452
2020-02-01,0.056092001497745514
2020-02-02,0.055768001824617386
2020-02-03,0.05697900056838989
2020-02-04,0.05599600076675415
2020-02-05,0.059230998158454895
2020-02-06,0.05975700169801712
2020-02-07,0.059790000319480896
2020-02-08,0.05994400009512901
2020-02-09,0.0618089996278286
2020-02-10,0.06039400026202202
2020-02-11,0.06322800368070602
2020-02-12,0.06837300211191177
2020-02-13,0.0685809999704361
2020-02-14,0.07057999819517136
2020-02-15,0.06386300176382065
2020-02-16,0.06265400350093842
2020-02-17,0.06004200130701065
2020-02-18,0.06259699910879135
2020-02-19,0.05764500051736832
2020-02-20,0.0582600012421608
2020-02-21,0.058639999479055405
2020-02-22,0.05833600088953972
2020-02-23,0.06151000037789345
2020-02-24,0.058959998190402985
2020-02-25,0.05636399984359741
2020-02-26,0.0494530014693737
2020-02-27,0.049685001373291016
2020-02-28,0.04861599951982498
2020-02-29,0.047540999948978424
2020-03-01,0.04593199864029884
2020-03-02,0.04895300045609474
2020-03-03,0.048760998994112015
2020-03-04,0.049003999680280685
2020-03-05,0.05105699971318245
2020-03-06,0.051447998732328415
2020-03-07,0.048944998532533646
2020-03-08,0.04329099878668785
2020-03-09,0.041482001543045044
2020-03-10,0.04149499908089638
2020-03-11,0.03964899852871895
2020-03-12,0.02396100014448166
2020-03-13,0.028436999768018723
2020-03-14,0.026009000837802887
2020-03-15,0.02711999975144863
2020-03-16,0.02412099950015545
2020-03-17,0.02524299919605255
2020-03-18,0.025335999205708504
2020-03-19,0.03045099973678589
2020-03-20,0.029368000105023384
2020-03-21,0.029413999989628792
2020-03-22,0.02708899974822998
2020-03-23,0.029082000255584717
2020-03-24,0.030162999406456947
2020-03-25,0.029438000172376633
2020-03-26,0.030727000907063484
2020-03-27,0.029301000759005547
2020-03-28,0.029771000146865845
2020-03-29,0.028248999267816544
2020-03-30,0.02987300045788288
2020-03-31,0.030553000047802925
2020-04-01,0.030855000019073486
2020-04-02,0.03198400139808655
2020-04-03,0.032294999808073044
2020-04-04,0.03250499814748764
2020-04-05,0.032003000378608704
2020-04-06,0.03561599925160408
2020-04-07,0.03513700142502785
2020-04-08,0.03631399944424629
2020-04-09,0.036198001354932785
2020-04-10,0.0332150012254715
2020-04-11,0.03335399925708771
2020-04-12,0.03380599990487099
2020-04-13,0.03310700133442879
2020-04-14,0.0329740010201931
2020-04-15,0.031863000243902206
2020-04-16,0.034407999366521835
2020-04-17,0.03457299992442131
2020-04-18,0.036552999168634415
2020-04-19,0.035815998911857605
2020-04-20,0.03417700156569481
2020-04-21,0.034699998795986176
2020-04-22,0.03655900061130524
2020-04-23,0.04060500115156174
2020-04-24,0.041868001222610474
2020-04-25,0.04240800067782402
2020-04-26,0.045878998935222626
2020-04-27,0.04660100117325783
2020-04-28,0.04719499871134758
2020-04-29,0.051695000380277634
2020-04-30,0.047846000641584396
2020-05-01,0.051259998232126236
2020-05-02,0.0510139986872673
2020-05-03,0.04892899841070175
2020-05-04,0.04966399818658829
2020-05-05,0.04935799911618233
2020-05-06,0.04976699873805046
2020-05-07,0.05110599845647812
2020-05-08,0.052303001284599304
2020-05-09,0.051736000925302505
2020-05-10,0.04767699912190437
2020-05-11,0.04810800030827522
2020-05-12,0.05042099952697754
2020-05-13,0.051472000777721405
2020-05-14,0.0508899986743927
2020-05-15,0.0504629984498024
2020-05-16,0.05093200132250786
2020-05-17,0.051343001425266266
2020-05-18,0.05425199866294861
2020-05-19,0.05644899979233742
2020-05-20,0.05687500163912773
2020-05-21,0.05224600061774254
2020-05-22,0.05583300068974495
2020-05-23,0.05532199889421463
2020-05-24,0.05264100059866905
2020-05-25,0.05401099845767021
2020-05-26,0.05342999845743179
2020-05-27,0.05518300086259842
2020-05-28,0.06455899775028229
2020-05-29,0.06465999782085419
2020-05-30,0.07695800065994263
2020-05-31,0.07435200363397598
2020-06-01,0.08116800338029861
2020-06-02,0.07845599949359894
2020-06-03,0.08543899655342102
2020-06-04,0.08900000154972076
2020-06-05,0.08544199913740158
2020-06-06,0.08602599799633026
2020-06-07,0.08665399998426437
2020-06-08,0.08642999827861786
2020-06-09,0.08340699970722198
2020-06-10,0.08353099972009659
2020-06-11,0.0753600001335144
2020-06-12,0.0795539990067482
2020-06-13,0.07902800291776657
2020-06-14,0.07674799859523773
2020-06-15,0.07838699966669083
2020-06-16,0.0790729969739914
2020-06-17,0.0834449976682663
2020-06-18,0.08217400312423706
2020-06-19,0.07960300147533417
2020-06-20,0.07933899760246277
2020-06-21,0.0784749984741211
2020-06-22,0.08360999822616577
2020-06-23,0.08295000344514847
2020-06-24,0.0825830027461052
2020-06-25,0.08169099688529968
2020-06-26,0.08056099712848663
2020-06-27,0.07767900079488754
2020-06-28,0.08039200305938721
2020-06-29,0.08387000113725662
2020-06-30,0.08311600238084793
2020-07-01,0.09595400094985962
2020-07-02,0.09432599693536758
2020-07-03,0.0965379998087883
2020-07-04,0.09995199739933014
2020-07-05,0.09821099787950516
2020-07-06,0.10522100329399109
2020-07-07,0.11755400151014328
2020-07-08,0.1299079954624176
2020-07-09,0.1242929995059967
2020-07-10,0.11831600219011307
2020-07-11,0.12521399557590485
2020-07-12,0.12678299844264984
2020-07-13,0.12415599822998047
2020-07-14,0.13196299970149994
2020-07-15,0.13036899268627167
2020-07-16,0.12592199444770813
2020-07-17,0.12248600274324417
2020-07-18,0.12247700244188309
2020-07-19,0.12371200323104858
2020-07-20,0.11792399734258652
2020-07-21,0.1229650005698204
2020-07-22,0.12392199784517288
2020-07-23,0.1237730011343956
2020-07-24,0.12188799679279327
2020-07-25,0.14357799291610718
2020-07-26,0.14810800552368164
2020-07-27,0.13877099752426147
2020-07-28,0.14859800040721893
2020-07-29,0.1398790031671524
2020-07-30,0.14058800041675568
2020-07-31,0.13879799842834473
2020-08-01,0.14357300102710724
2020-08-02,0.13350500166416168
2020-08-03,0.13733500242233276
2020-08-04,0.14301800727844238
2020-08-05,0.14269499480724335
2020-08-06,0.14404800534248352
2020-08-07,0.13915500044822693
2020-08-08,0.1457809954881668
2020-08-09,0.14524400234222412
2020-08-10,0.1438550055027008
2020-08-11,0.13743600249290466
2020-08-12,0.13739800453186035
